instance,run,size,avgTransportations,avgAccommodations,destinations,algorithm,quality,time
66,7,810000,5,6,3,ACO_Local,0.595276711,6.1486622
66,8,810000,5,6,3,ACO,0.577218923,2.7909524
66,8,810000,5,6,3,ACO_Local,0.594810463,6.9341982
67,1,7776,6,1,3,ACO,0.465193063,3.1068066
67,1,7776,6,1,3,ACO_Local,0.484464605,5.0359439
67,2,7776,6,1,3,ACO,0.464319658,2.7329567
67,2,7776,6,1,3,ACO_Local,0.48437739,3.7775328
67,3,7776,6,1,3,ACO,0.464003475,2.8840321
67,3,7776,6,1,3,ACO_Local,0.483231971,4.7847017
67,4,7776,6,1,3,ACO,0.463813462,2.2901555
67,4,7776,6,1,3,ACO_Local,0.484216016,4.3676864
67,5,7776,6,1,3,ACO,0.46385656,3.1846129
67,5,7776,6,1,3,ACO_Local,0.484457108,3.7358958
67,6,7776,6,1,3,ACO,0.464319658,3.2024726
67,6,7776,6,1,3,ACO_Local,0.484168495,5.0472052
67,7,7776,6,1,3,ACO,0.464509671,3.6116592
67,7,7776,6,1,3,ACO_Local,0.483130919,3.4206638
67,8,7776,6,1,3,ACO,0.464046573,2.2974997
67,8,7776,6,1,3,ACO_Local,0.485483872,3.756823
68,1,62208,6,2,3,ACO,0.541678368,6.0719472
68,1,62208,6,2,3,ACO_Local,0.564423019,3.7624237
68,2,62208,6,2,3,ACO,0.540580479,4.9100408
68,2,62208,6,2,3,ACO_Local,0.56191393,3.4915125
68,3,62208,6,2,3,ACO,0.547370918,3.3736669
68,3,62208,6,2,3,ACO_Local,0.565856086,4.0371968
68,4,62208,6,2,3,ACO,0.541657983,6.3653233
68,4,62208,6,2,3,ACO_Local,0.54868577,4.7332082
68,5,62208,6,2,3,ACO,0.534929833,3.6916161
68,5,62208,6,2,3,ACO_Local,0.552347425,4.8695973
68,6,62208,6,2,3,ACO,0.538365949,4.7225319
68,6,62208,6,2,3,ACO_Local,0.556156043,4.2227532
68,7,62208,6,2,3,ACO,0.532255628,3.1894738
68,7,62208,6,2,3,ACO_Local,0.562335747,4.4919324
68,8,62208,6,2,3,ACO,0.540557395,4.5981242
68,8,62208,6,2,3,ACO_Local,0.555179202,5.5208033
69,1,209952,6,3,3,ACO,0.555048204,3.9281609
69,1,209952,6,3,3,ACO_Local,0.580133603,6.9645358
69,2,209952,6,3,3,ACO,0.555048204,3.6160399
69,2,209952,6,3,3,ACO_Local,0.574452643,4.8709944
69,3,209952,6,3,3,ACO,0.554197926,2.7687882
69,3,209952,6,3,3,ACO_Local,0.580692287,4.9468506
69,4,209952,6,3,3,ACO,0.555048204,4.6184633
69,4,209952,6,3,3,ACO_Local,0.574372397,7.5689377
69,5,209952,6,3,3,ACO,0.554197927,4.3358914
69,5,209952,6,3,3,ACO_Local,0.577198295,4.3598107
69,6,209952,6,3,3,ACO,0.555048204,6.3996011
69,6,209952,6,3,3,ACO_Local,0.580042922,4.8412875
69,7,209952,6,3,3,ACO,0.555048204,4.0065385
69,7,209952,6,3,3,ACO_Local,0.570669469,6.027915
69,8,209952,6,3,3,ACO,0.554197927,2.5861714
69,8,209952,6,3,3,ACO_Local,0.570432862,3.6767956
70,1,497664,6,4,3,ACO,0.563929812,4.7893907
70,1,497664,6,4,3,ACO_Local,0.57361211,3.3837077
70,2,497664,6,4,3,ACO,0.558655886,2.3014818
70,2,497664,6,4,3,ACO_Local,0.572792066,4.7708361
70,3,497664,6,4,3,ACO,0.556217924,4.092566
70,3,497664,6,4,3,ACO_Local,0.577295067,3.5839272
70,4,497664,6,4,3,ACO,0.554244576,2.7792323
70,4,497664,6,4,3,ACO_Local,0.57361211,3.4180984
70,5,497664,6,4,3,ACO,0.558159864,3.8332805
70,5,497664,6,4,3,ACO_Local,0.58116978,3.397847
70,6,497664,6,4,3,ACO,0.558636755,2.3710091
70,6,497664,6,4,3,ACO_Local,0.572620944,3.6595756
70,7,497664,6,4,3,ACO,0.561866631,3.2790901
70,7,497664,6,4,3,ACO_Local,0.578341045,4.3578341
70,8,497664,6,4,3,ACO,0.557864362,2.7284704
70,8,497664,6,4,3,ACO_Local,0.57361211,5.4950443
71,1,972000,6,5,3,ACO,0.529380818,2.7151257
71,1,972000,6,5,3,ACO_Local,0.55783194,5.3454246
71,2,972000,6,5,3,ACO,0.536371422,4.1140794
71,2,972000,6,5,3,ACO_Local,0.560394699,5.758214
71,3,972000,6,5,3,ACO,0.530854819,5.0350287
71,3,972000,6,5,3,ACO_Local,0.560405111,4.505671
71,4,972000,6,5,3,ACO,0.533362158,3.2661473
71,4,972000,6,5,3,ACO_Local,0.563576063,4.4503352
71,5,972000,6,5,3,ACO,0.529380818,3.5450634
71,5,972000,6,5,3,ACO_Local,0.563639512,5.6093051
71,6,972000,6,5,3,ACO,0.536479406,4.6948541
71,6,972000,6,5,3,ACO_Local,0.56613249,4.0053514
71,7,972000,6,5,3,ACO,0.529380818,3.9904167
71,7,972000,6,5,3,ACO_Local,0.559343491,6.0087331
71,8,972000,6,5,3,ACO,0.528078215,2.5983371
71,8,972000,6,5,3,ACO_Local,0.557868658,3.6516695
72,1,1679616,6,6,3,ACO,0.571760957,3.31941
72,1,1679616,6,6,3,ACO_Local,0.577757493,5.5982388
72,2,1679616,6,6,3,ACO,0.571574409,4.4841345
72,2,1679616,6,6,3,ACO_Local,0.584697408,9.7291713
72,3,1679616,6,6,3,ACO,0.571574409,5.8459235
72,3,1679616,6,6,3,ACO_Local,0.581848852,4.8207752
72,4,1679616,6,6,3,ACO,0.571574408,4.246335
72,4,1679616,6,6,3,ACO_Local,0.579872266,6.141436
72,5,1679616,6,6,3,ACO,0.571574409,3.732911
72,5,1679616,6,6,3,ACO_Local,0.582262879,6.4455624
72,6,1679616,6,6,3,ACO,0.571574409,2.6826845
72,6,1679616,6,6,3,ACO_Local,0.581158717,5.8932138
72,7,1679616,6,6,3,ACO,0.571574408,7.3865669
72,7,1679616,6,6,3,ACO_Local,0.582264658,5.326888
72,8,1679616,6,6,3,ACO,0.571574409,4.157069
72,8,1679616,6,6,3,ACO_Local,0.584593791,4.2781198
73,1,24,1,1,4,ACO,0.423228622,1.9023468
73,1,24,1,1,4,ACO_Local,0.470678314,3.5529528
73,2,24,1,1,4,ACO,0.423228622,1.842564
73,2,24,1,1,4,ACO_Local,0.470485212,4.2610114
73,3,24,1,1,4,ACO,0.423228622,1.886166
73,3,24,1,1,4,ACO_Local,0.470485212,3.2602998
73,4,24,1,1,4,ACO,0.423228622,2.0427347
73,4,24,1,1,4,ACO_Local,0.470750371,3.4923442
73,5,24,1,1,4,ACO,0.423228622,1.7243352
73,5,24,1,1,4,ACO_Local,0.449794096,3.8707622
73,6,24,1,1,4,ACO,0.429047118,3.2111181
73,6,24,1,1,4,ACO_Local,0.470485212,3.1985448
73,7,24,1,1,4,ACO,0.423228623,1.8080484
73,7,24,1,1,4,ACO_Local,0.470765126,3.5478947
73,8,24,1,1,4,ACO,0.432829679,1.8772331
73,8,24,1,1,4,ACO_Local,0.471339538,3.4203756
74,1,384,1,2,4,ACO,0.474718545,2.0909059
74,1,384,1,2,4,ACO_Local,0.523306882,4.53611
74,2,384,1,2,4,ACO,0.474718546,2.4327607
74,2,384,1,2,4,ACO_Local,0.547838067,4.2111437
74,3,384,1,2,4,ACO,0.474763576,2.1361389
74,3,384,1,2,4,ACO_Local,0.548810024,4.1257012
74,4,384,1,2,4,ACO,0.474763577,3.3830342
74,4,384,1,2,4,ACO_Local,0.543834437,3.411545
74,5,384,1,2,4,ACO,0.474364618,2.0922889
74,5,384,1,2,4,ACO_Local,0.527338828,4.6322951
74,6,384,1,2,4,ACO,0.474364618,2.8521695
74,6,384,1,2,4,ACO_Local,0.544650657,3.6905773
74,7,384,1,2,4,ACO,0.474718545,2.1647681
74,7,384,1,2,4,ACO_Local,0.548752756,4.2478018
74,8,384,1,2,4,ACO,0.474364618,2.5743127
74,8,384,1,2,4,ACO_Local,0.544544547,3.5735215
75,1,1944,1,3,4,ACO,0.489668782,2.4229824
75,1,1944,1,3,4,ACO_Local,0.516368062,4.0235113
75,2,1944,1,3,4,ACO,0.489668783,2.5682415
75,2,1944,1,3,4,ACO_Local,0.524444544,3.4771196
75,3,1944,1,3,4,ACO,0.489668782,2.398503
75,3,1944,1,3,4,ACO_Local,0.515688285,4.2074537
75,4,1944,1,3,4,ACO,0.489668782,2.3696326
75,4,1944,1,3,4,ACO_Local,0.519535152,3.7394294
75,5,1944,1,3,4,ACO,0.489668783,2.6332227
75,5,1944,1,3,4,ACO_Local,0.51337202,4.2032646
75,6,1944,1,3,4,ACO,0.489668782,2.4180629
75,6,1944,1,3,4,ACO_Local,0.520310584,3.4013463
75,7,1944,1,3,4,ACO,0.489668782,2.0923731
75,7,1944,1,3,4,ACO_Local,0.524594905,3.5172856
75,8,1944,1,3,4,ACO,0.489668783,2.5436483
75,8,1944,1,3,4,ACO_Local,0.519269001,3.9776308
76,1,6144,1,4,4,ACO,0.506357814,3.5939141
76,1,6144,1,4,4,ACO_Local,0.534847011,4.9093463
76,2,6144,1,4,4,ACO,0.506357813,3.9180525
76,2,6144,1,4,4,ACO_Local,0.516138605,4.4103065
76,3,6144,1,4,4,ACO,0.506357814,5.9009681
76,3,6144,1,4,4,ACO_Local,0.528742066,4.0392751
76,4,6144,1,4,4,ACO,0.506357814,4.2423726
76,4,6144,1,4,4,ACO_Local,0.534490739,3.9460184
76,5,6144,1,4,4,ACO,0.506357813,4.1790109
76,5,6144,1,4,4,ACO_Local,0.523537887,4.5896579
76,6,6144,1,4,4,ACO,0.506357814,3.470056
76,6,6144,1,4,4,ACO_Local,0.533561329,3.809909
76,7,6144,1,4,4,ACO,0.506357814,2.8349743
76,7,6144,1,4,4,ACO_Local,0.52429309,4.0949137
76,8,6144,1,4,4,ACO,0.506357813,3.3369412
76,8,6144,1,4,4,ACO_Local,0.534865821,5.7149388
77,1,15000,1,5,4,ACO,0.522331061,2.5193609
77,1,15000,1,5,4,ACO_Local,0.57319203,7.0054801
77,2,15000,1,5,4,ACO,0.527799418,3.9220868
77,2,15000,1,5,4,ACO_Local,0.570725025,5.8699167
77,3,15000,1,5,4,ACO,0.525358988,4.14947
77,3,15000,1,5,4,ACO_Local,0.570324637,4.3177713
77,4,15000,1,5,4,ACO,0.52166857,2.3595122
77,4,15000,1,5,4,ACO_Local,0.573454244,6.1258804
77,5,15000,1,5,4,ACO,0.522331061,2.7450515
77,5,15000,1,5,4,ACO_Local,0.570511504,6.5547343
77,6,15000,1,5,4,ACO,0.52166857,2.455649
77,6,15000,1,5,4,ACO_Local,0.573046546,4.0935222
77,7,15000,1,5,4,ACO,0.525541296,3.3957875
77,7,15000,1,5,4,ACO_Local,0.570077021,4.6936495
77,8,15000,1,5,4,ACO,0.52166857,2.2633519
77,8,15000,1,5,4,ACO_Local,0.572522581,4.440923
78,1,31104,1,6,4,ACO,0.574526549,4.2319302
78,1,31104,1,6,4,ACO_Local,0.586641797,6.594863
78,2,31104,1,6,4,ACO,0.57135646,3.6441004
78,2,31104,1,6,4,ACO_Local,0.586543768,5.2024923
78,3,31104,1,6,4,ACO,0.565735483,4.3388339
78,3,31104,1,6,4,ACO_Local,0.58629417,6.0591229
78,4,31104,1,6,4,ACO,0.574634666,2.9368294
78,4,31104,1,6,4,ACO_Local,0.586136698,5.0176373
78,5,31104,1,6,4,ACO,0.565683912,4.0349034
78,5,31104,1,6,4,ACO_Local,0.586915939,4.9051328
78,6,31104,1,6,4,ACO,0.574762948,3.8956487
78,6,31104,1,6,4,ACO_Local,0.58633151,4.7915041
78,7,31104,1,6,4,ACO,0.565854347,7.7125158
78,7,31104,1,6,4,ACO_Local,0.586806307,7.007794
78,8,31104,1,6,4,ACO,0.565743055,4.8137393
78,8,31104,1,6,4,ACO_Local,0.586222796,5.4834683
79,1,768,2,1,4,ACO,0.445713619,10.6193382
79,1,768,2,1,4,ACO_Local,0.495351251,7.0416429
79,2,768,2,1,4,ACO,0.441362607,4.0442575
79,2,768,2,1,4,ACO_Local,0.511130457,7.0195505
79,3,768,2,1,4,ACO,0.449450276,7.3404205
79,3,768,2,1,4,ACO_Local,0.510455256,7.9450965
79,4,768,2,1,4,ACO,0.444081903,10.2791551
79,4,768,2,1,4,ACO_Local,0.506211941,6.0604853
79,5,768,2,1,4,ACO,0.44571362,4.3987655
79,5,768,2,1,4,ACO_Local,0.510177441,6.8509969
79,6,768,2,1,4,ACO,0.443576486,9.2847053
79,6,768,2,1,4,ACO_Local,0.500870684,8.2177892
79,7,768,2,1,4,ACO,0.443576486,6.7960032
79,7,768,2,1,4,ACO_Local,0.504727159,5.756471
79,8,768,2,1,4,ACO,0.441362606,6.8773712
79,8,768,2,1,4,ACO_Local,0.504625339,6.8147143
80,1,12288,2,2,4,ACO,0.514464064,8.6316609
80,1,12288,2,2,4,ACO_Local,0.538563486,12.4405441
80,2,12288,2,2,4,ACO,0.515969155,5.4504425
80,2,12288,2,2,4,ACO_Local,0.547937481,12.3523771
80,3,12288,2,2,4,ACO,0.515772975,9.6811514
80,3,12288,2,2,4,ACO_Local,0.539921965,8.1460344
80,4,12288,2,2,4,ACO,0.515874438,7.7074881
80,4,12288,2,2,4,ACO_Local,0.546987096,7.8910555
80,5,12288,2,2,4,ACO,0.518381934,5.5408879
80,5,12288,2,2,4,ACO_Local,0.541428276,7.2639262
80,6,12288,2,2,4,ACO,0.515871384,9.3891656
80,6,12288,2,2,4,ACO_Local,0.5434222,12.1339862
80,7,12288,2,2,4,ACO,0.514663851,8.1492968
80,7,12288,2,2,4,ACO_Local,0.545663425,11.7502152
80,8,12288,2,2,4,ACO,0.518429249,10.3737451
80,8,12288,2,2,4,ACO_Local,0.541783653,12.0500712
81,1,62208,2,3,4,ACO,0.529949252,8.6120864
81,1,62208,2,3,4,ACO_Local,0.596004835,7.443083
81,2,62208,2,3,4,ACO,0.537736973,11.3010042
81,2,62208,2,3,4,ACO_Local,0.595738498,8.2340508
81,3,62208,2,3,4,ACO,0.53005956,5.3950892
81,3,62208,2,3,4,ACO_Local,0.59572003,6.8400824
81,4,62208,2,3,4,ACO,0.537752957,12.6059648
81,4,62208,2,3,4,ACO_Local,0.595572898,6.1538442
81,5,62208,2,3,4,ACO,0.538030501,13.6097956
81,5,62208,2,3,4,ACO_Local,0.595258734,8.8708118
81,6,62208,2,3,4,ACO,0.529979449,5.7829993
81,6,62208,2,3,4,ACO_Local,0.594768949,7.5162751
81,7,62208,2,3,4,ACO,0.529880922,6.7219276
81,7,62208,2,3,4,ACO_Local,0.59576304,6.5953056
81,8,62208,2,3,4,ACO,0.539579765,12.3219693
81,8,62208,2,3,4,ACO_Local,0.596023508,6.5020011
82,1,196608,2,4,4,ACO,0.600538596,8.8339882
82,1,196608,2,4,4,ACO_Local,0.62663916,10.3601352
82,2,196608,2,4,4,ACO,0.600508094,11.9417353
82,2,196608,2,4,4,ACO_Local,0.618313565,7.6116434
82,3,196608,2,4,4,ACO,0.600496965,8.380822
82,3,196608,2,4,4,ACO_Local,0.621339275,9.8350847
82,4,196608,2,4,4,ACO,0.600431871,7.3036953
82,4,196608,2,4,4,ACO_Local,0.626520764,12.2429071
82,5,196608,2,4,4,ACO,0.600538596,9.4648333
82,5,196608,2,4,4,ACO_Local,0.617829185,10.7460577
82,6,196608,2,4,4,ACO,0.600150135,5.7125919
82,6,196608,2,4,4,ACO_Local,0.620823063,11.46152
82,7,196608,2,4,4,ACO,0.600378046,5.7745035
82,7,196608,2,4,4,ACO_Local,0.616173875,9.4401079
82,8,196608,2,4,4,ACO,0.600538596,12.9924039
82,8,196608,2,4,4,ACO_Local,0.62687758,10.2180586
83,1,480000,2,5,4,ACO,0.565505899,8.5478237
83,1,480000,2,5,4,ACO_Local,0.591723776,11.4164683
83,2,480000,2,5,4,ACO,0.567307337,9.2070893
83,2,480000,2,5,4,ACO_Local,0.595448808,11.925717
83,3,480000,2,5,4,ACO,0.565505899,7.0146699
83,3,480000,2,5,4,ACO_Local,0.591634892,7.5659576
83,4,480000,2,5,4,ACO,0.565527111,8.0348538
83,4,480000,2,5,4,ACO_Local,0.591130515,8.7193276
83,5,480000,2,5,4,ACO,0.5655059,8.6112277
83,5,480000,2,5,4,ACO_Local,0.596385934,9.2390554
83,6,480000,2,5,4,ACO,0.565527111,8.8955889
83,6,480000,2,5,4,ACO_Local,0.595882821,9.6416278
83,7,480000,2,5,4,ACO,0.565527111,8.3461093
83,7,480000,2,5,4,ACO_Local,0.590675983,10.5305289
83,8,480000,2,5,4,ACO,0.565157274,5.7286376
83,8,480000,2,5,4,ACO_Local,0.600369843,7.6504349
84,1,995328,2,6,4,ACO,0.531764826,12.3284822
84,1,995328,2,6,4,ACO_Local,0.56827001,12.1613967
84,2,995328,2,6,4,ACO,0.538046338,14.719006
84,2,995328,2,6,4,ACO_Local,0.572128521,10.4274803
84,3,995328,2,6,4,ACO,0.537215712,12.4141676
84,3,995328,2,6,4,ACO_Local,0.574283975,9.4665908
84,4,995328,2,6,4,ACO,0.534339189,18.1669328
84,4,995328,2,6,4,ACO_Local,0.575089848,10.2019351
84,5,995328,2,6,4,ACO,0.536606978,13.669347
84,5,995328,2,6,4,ACO_Local,0.581270213,12.1266672
84,6,995328,2,6,4,ACO,0.530608148,8.9787038
84,6,995328,2,6,4,ACO_Local,0.581787785,8.6340313
84,7,995328,2,6,4,ACO,0.53719187,11.9102811
84,7,995328,2,6,4,ACO_Local,0.574016162,8.5018125
84,8,995328,2,6,4,ACO,0.538100927,7.8667082
84,8,995328,2,6,4,ACO_Local,0.568439684,8.9419264
85,1,5832,3,1,4,ACO,0.435210514,5.7237023
85,1,5832,3,1,4,ACO_Local,0.467128765,12.6319295
85,2,5832,3,1,4,ACO,0.439986063,9.6757735
85,2,5832,3,1,4,ACO_Local,0.465461824,16.3021335
85,3,5832,3,1,4,ACO,0.439986064,8.2805876
85,3,5832,3,1,4,ACO_Local,0.470148756,10.6674843
85,4,5832,3,1,4,ACO,0.439986063,8.3684129
85,4,5832,3,1,4,ACO_Local,0.465505641,12.5387519
85,5,5832,3,1,4,ACO,0.432259227,6.568162
85,5,5832,3,1,4,ACO_Local,0.465878518,14.7583359
85,6,5832,3,1,4,ACO,0.439986064,11.0696264
85,6,5832,3,1,4,ACO_Local,0.475272975,13.0228514
85,7,5832,3,1,4,ACO,0.439986063,7.8957544
85,7,5832,3,1,4,ACO_Local,0.465757273,11.859869
85,8,5832,3,1,4,ACO,0.439986063,6.9980174
85,8,5832,3,1,4,ACO_Local,0.47547696,12.751064
86,1,93312,3,2,4,ACO,0.556842057,13.9442048
86,1,93312,3,2,4,ACO_Local,0.575090029,13.5694351
86,2,93312,3,2,4,ACO,0.556713473,19.2946867
86,2,93312,3,2,4,ACO_Local,0.57433033,13.2180654
86,3,93312,3,2,4,ACO,0.555897522,12.6358654
86,3,93312,3,2,4,ACO_Local,0.574275601,13.2514303
86,4,93312,3,2,4,ACO,0.555873702,16.9742761
86,4,93312,3,2,4,ACO_Local,0.574433669,12.0648639
86,5,93312,3,2,4,ACO,0.558071681,18.9200123
86,5,93312,3,2,4,ACO_Local,0.571641115,18.8945386
86,6,93312,3,2,4,ACO,0.555991185,17.2172585
86,6,93312,3,2,4,ACO_Local,0.579493796,13.155985
86,7,93312,3,2,4,ACO,0.556824532,19.9780598
86,7,93312,3,2,4,ACO_Local,0.574761736,12.6718235
86,8,93312,3,2,4,ACO,0.556877531,17.8575213
86,8,93312,3,2,4,ACO_Local,0.571986934,12.9427
87,1,472392,3,3,4,ACO,0.586554119,20.2308042
87,1,472392,3,3,4,ACO_Local,0.645971567,11.8521212
87,2,472392,3,3,4,ACO,0.584889253,11.8014867
87,2,472392,3,3,4,ACO_Local,0.646528116,12.7911709
87,3,472392,3,3,4,ACO,0.578057635,17.4986369
87,3,472392,3,3,4,ACO_Local,0.642375858,10.1837115
87,4,472392,3,3,4,ACO,0.571021127,16.372901
87,4,472392,3,3,4,ACO_Local,0.643940282,9.7064101
87,5,472392,3,3,4,ACO,0.583040661,28.7129849
87,5,472392,3,3,4,ACO_Local,0.648444129,12.5509083
87,6,472392,3,3,4,ACO,0.57336456,24.7719206
87,6,472392,3,3,4,ACO_Local,0.649663284,10.0004755
87,7,472392,3,3,4,ACO,0.586793361,16.156892
87,7,472392,3,3,4,ACO_Local,0.644552152,10.3692083
87,8,472392,3,3,4,ACO,0.578159983,18.3363755
87,8,472392,3,3,4,ACO_Local,0.651789089,14.1221548
88,1,1492992,3,4,4,ACO,0.572070509,16.9129572
88,1,1492992,3,4,4,ACO_Local,0.594413169,11.3247913
88,2,1492992,3,4,4,ACO,0.57026618,18.3151178
88,2,1492992,3,4,4,ACO_Local,0.596611419,11.4355267
88,3,1492992,3,4,4,ACO,0.571072418,15.5870596
88,3,1492992,3,4,4,ACO_Local,0.588919274,11.0793859
88,4,1492992,3,4,4,ACO,0.57365206,25.6464224
88,4,1492992,3,4,4,ACO_Local,0.592332539,10.1967534
88,5,1492992,3,4,4,ACO,0.571884776,18.8890512
88,5,1492992,3,4,4,ACO_Local,0.585899027,9.6971689
88,6,1492992,3,4,4,ACO,0.572720826,14.8293009
88,6,1492992,3,4,4,ACO_Local,0.593747036,14.5490797
88,7,1492992,3,4,4,ACO,0.570155544,15.273169
88,7,1492992,3,4,4,ACO_Local,0.587509382,11.8829407
88,8,1492992,3,4,4,ACO,0.573011638,14.9931723
88,8,1492992,3,4,4,ACO_Local,0.590865982,20.8195953
89,1,3645000,3,5,4,ACO,0.561335303,19.4315108
89,1,3645000,3,5,4,ACO_Local,0.618151105,11.5199724
89,2,3645000,3,5,4,ACO,0.564983541,21.7760156
89,2,3645000,3,5,4,ACO_Local,0.617653539,13.8208385
89,3,3645000,3,5,4,ACO,0.564944189,29.1195424
89,3,3645000,3,5,4,ACO_Local,0.621999766,11.4872323
89,4,3645000,3,5,4,ACO,0.564380897,24.7829334
89,4,3645000,3,5,4,ACO_Local,0.62262023,11.6988863
89,5,3645000,3,5,4,ACO,0.564974771,18.4239023
89,5,3645000,3,5,4,ACO_Local,0.623062325,13.0236203
89,6,3645000,3,5,4,ACO,0.565081088,23.893877
89,6,3645000,3,5,4,ACO_Local,0.619787133,10.9539391
89,7,3645000,3,5,4,ACO,0.564780356,22.8653333
89,7,3645000,3,5,4,ACO_Local,0.622042984,16.0569086
89,8,3645000,3,5,4,ACO,0.564687844,19.4547997
89,8,3645000,3,5,4,ACO_Local,0.620394703,11.2415481
90,1,7558272,3,6,4,ACO,0.6154368,14.5317045
90,1,7558272,3,6,4,ACO_Local,0.663215983,20.9315088
90,2,7558272,3,6,4,ACO,0.615902408,18.6945304
90,2,7558272,3,6,4,ACO_Local,0.665628951,16.7519133
90,3,7558272,3,6,4,ACO,0.615617889,16.4430988
90,3,7558272,3,6,4,ACO_Local,0.666648101,9.9701383
90,4,7558272,3,6,4,ACO,0.613414043,10.1553606
90,4,7558272,3,6,4,ACO_Local,0.652175754,10.6319346
90,5,7558272,3,6,4,ACO,0.613137569,8.2273913
90,5,7558272,3,6,4,ACO_Local,0.665146073,13.513622
90,6,7558272,3,6,4,ACO,0.614968903,17.7603018
90,6,7558272,3,6,4,ACO_Local,0.663787312,10.8279752
90,7,7558272,3,6,4,ACO,0.615758979,18.279634
90,7,7558272,3,6,4,ACO_Local,0.664518533,12.9772759
90,8,7558272,3,6,4,ACO,0.614830877,11.4132658
90,8,7558272,3,6,4,ACO_Local,0.664218391,12.1990071
91,1,24576,4,1,4,ACO,0.505154666,8.5971329
91,1,24576,4,1,4,ACO_Local,0.543882395,12.5374421
91,2,24576,4,1,4,ACO,0.505154666,14.4028973
91,2,24576,4,1,4,ACO_Local,0.532995417,16.2680208
91,3,24576,4,1,4,ACO,0.505016123,8.4248619
91,3,24576,4,1,4,ACO_Local,0.537395856,14.8327887
91,4,24576,4,1,4,ACO,0.508725091,10.8992759
91,4,24576,4,1,4,ACO_Local,0.535829456,13.1229297
91,5,24576,4,1,4,ACO,0.505036257,11.8855078
91,5,24576,4,1,4,ACO_Local,0.532515639,18.6047538
91,6,24576,4,1,4,ACO,0.508089711,8.6150935
91,6,24576,4,1,4,ACO_Local,0.525382533,13.3738636
91,7,24576,4,1,4,ACO,0.500281963,7.2362608
91,7,24576,4,1,4,ACO_Local,0.542410964,18.4161566
91,8,24576,4,1,4,ACO,0.502802707,9.840422
91,8,24576,4,1,4,ACO_Local,0.539633695,14.7301382
92,1,393216,4,2,4,ACO,0.543762469,37.028323
92,1,393216,4,2,4,ACO_Local,0.555274668,24.7670079
92,2,393216,4,2,4,ACO,0.541748661,32.5559471
92,2,393216,4,2,4,ACO_Local,0.556623896,30.2824286
92,3,393216,4,2,4,ACO,0.53339988,16.3316852
92,3,393216,4,2,4,ACO_Local,0.563238423,26.3763704
92,4,393216,4,2,4,ACO,0.543400489,28.8706364
92,4,393216,4,2,4,ACO_Local,0.559529487,27.0195253
92,5,393216,4,2,4,ACO,0.54356106,35.8879269
92,5,393216,4,2,4,ACO_Local,0.55924954,22.5029111
92,6,393216,4,2,4,ACO,0.540986687,29.2227908
92,6,393216,4,2,4,ACO_Local,0.568312833,19.3053742
92,7,393216,4,2,4,ACO,0.5410723,33.501821
92,7,393216,4,2,4,ACO_Local,0.561628841,25.3135107
92,8,393216,4,2,4,ACO,0.540614354,21.5136678
92,8,393216,4,2,4,ACO_Local,0.559599887,23.5162789
93,1,1990656,4,3,4,ACO,0.575120061,11.259814
93,1,1990656,4,3,4,ACO_Local,0.611468392,18.2437474
93,2,1990656,4,3,4,ACO,0.577929252,16.0208039
93,2,1990656,4,3,4,ACO_Local,0.612951372,15.3266139
93,3,1990656,4,3,4,ACO,0.579516764,23.7850716
93,3,1990656,4,3,4,ACO_Local,0.612343484,16.3929147
93,4,1990656,4,3,4,ACO,0.580485856,21.2259395
93,4,1990656,4,3,4,ACO_Local,0.611982445,14.6470579
93,5,1990656,4,3,4,ACO,0.579419452,18.0165815
93,5,1990656,4,3,4,ACO_Local,0.610573426,23.0355483
93,6,1990656,4,3,4,ACO,0.579629155,17.4721822
93,6,1990656,4,3,4,ACO_Local,0.612695032,20.0257529
93,7,1990656,4,3,4,ACO,0.579720236,30.9243823
93,7,1990656,4,3,4,ACO_Local,0.610176877,19.1269533
93,8,1990656,4,3,4,ACO,0.577943206,15.3676894
93,8,1990656,4,3,4,ACO_Local,0.61550513,17.6330597
94,1,6291456,4,4,4,ACO,0.549799709,25.1807073
94,1,6291456,4,4,4,ACO_Local,0.577015796,11.0288511
94,2,6291456,4,4,4,ACO,0.553770402,40.6459332
94,2,6291456,4,4,4,ACO_Local,0.573214249,12.1685873
94,3,6291456,4,4,4,ACO,0.555035865,22.3904553
94,3,6291456,4,4,4,ACO_Local,0.574383999,18.5102647
94,4,6291456,4,4,4,ACO,0.55328118,22.1437204
94,4,6291456,4,4,4,ACO_Local,0.571080108,21.7821799
94,5,6291456,4,4,4,ACO,0.555024572,24.3502898
94,5,6291456,4,4,4,ACO_Local,0.578524676,15.9403848
94,6,6291456,4,4,4,ACO,0.554896651,23.2413834
94,6,6291456,4,4,4,ACO_Local,0.571302736,16.8927425
94,7,6291456,4,4,4,ACO,0.553160003,20.4431266
94,7,6291456,4,4,4,ACO_Local,0.580147209,15.8951065
94,8,6291456,4,4,4,ACO,0.548391413,21.2954394
94,8,6291456,4,4,4,ACO_Local,0.571611096,15.5319927
95,1,15360000,4,5,4,ACO,0.625934065,48.8406495
95,1,15360000,4,5,4,ACO_Local,0.647039031,14.9423237
95,2,15360000,4,5,4,ACO,0.629272914,37.7726377
95,2,15360000,4,5,4,ACO_Local,0.648440359,21.3421998
95,3,15360000,4,5,4,ACO,0.62504272,31.3896488
95,3,15360000,4,5,4,ACO_Local,0.64853357,18.9009044
