TripInstance,Run,tripSize,avgTranspoprtations,avgAccommodations,destinations,algorithm,quality,time
1,1,2,1,1,2,ACO,0.068627437,0.3891575
2,1,2,1,1,2,ACO_Local,0.068627437,0.5078378
3,2,2,1,1,2,ACO,0.137254874,0.769965
4,2,2,1,1,2,ACO_Local,0.137254874,1.0326557
5,3,2,1,1,2,ACO,0.205882311,1.1467617
6,3,2,1,1,2,ACO_Local,0.205882311,1.5568347
7,4,2,1,1,2,ACO,0.274509748,1.5426347
8,4,2,1,1,2,ACO_Local,0.274509748,2.0775845
9,5,2,1,1,2,ACO,0.343137185,1.9429158
10,5,2,1,1,2,ACO_Local,0.343137185,2.666228
11,6,2,1,1,2,ACO,0.411764622,2.3389915
12,6,2,1,1,2,ACO_Local,0.411764622,3.1391722
13,7,2,1,1,2,ACO,0.480392059,2.7010823
14,7,2,1,1,2,ACO_Local,0.480392059,3.5919111
15,8,2,1,1,2,ACO,0.549019496,3.0302047
16,8,2,1,1,2,ACO_Local,0.549019496,4.0641839
17,1,8,1,2,2,ACO,0.091420166,0.3959115
18,1,8,1,2,2,ACO_Local,0.091420166,0.5207639
19,2,8,1,2,2,ACO,0.182840331,0.7726941
20,2,8,1,2,2,ACO_Local,0.182840331,1.0127027
21,3,8,1,2,2,ACO,0.274260497,1.1761119
22,3,8,1,2,2,ACO_Local,0.274260497,1.5142026
23,4,8,1,2,2,ACO,0.365680663,1.5638295
24,4,8,1,2,2,ACO_Local,0.365680663,2.0432545
25,5,8,1,2,2,ACO,0.457100829,1.9239143
26,5,8,1,2,2,ACO_Local,0.457100829,2.5372075
27,6,8,1,2,2,ACO,0.548520994,2.2909289
28,6,8,1,2,2,ACO_Local,0.548520994,3.0408019
29,7,8,1,2,2,ACO,0.63994116,2.6683812
30,7,8,1,2,2,ACO_Local,0.63994116,3.5499359
31,8,8,1,2,2,ACO,0.731361326,3.0346825
32,8,8,1,2,2,ACO_Local,0.731361326,4.0283692
33,1,18,1,3,2,ACO,0.130668377,0.3923134
34,1,18,1,3,2,ACO_Local,0.130668377,0.5568331
35,2,18,1,3,2,ACO,0.261336755,0.7861098
36,2,18,1,3,2,ACO_Local,0.261336755,1.0892945
37,3,18,1,3,2,ACO,0.392005132,1.1816514
38,3,18,1,3,2,ACO_Local,0.392005132,1.625325
39,4,18,1,3,2,ACO,0.52267351,1.579353
40,4,18,1,3,2,ACO_Local,0.52267351,2.1567956
41,5,18,1,3,2,ACO,0.653341887,1.9698609
42,5,18,1,3,2,ACO_Local,0.653341887,2.7028665
43,6,18,1,3,2,ACO,0.784010264,2.359517
44,6,18,1,3,2,ACO_Local,0.784010264,3.2445182
45,7,18,1,3,2,ACO,0.914678642,2.7499903
46,7,18,1,3,2,ACO_Local,0.914678642,3.7691638
47,8,18,1,3,2,ACO,1.045347019,3.138195
48,8,18,1,3,2,ACO_Local,1.045347019,4.307019
49,1,32,1,4,2,ACO,0.158338942,0.4446207
50,1,32,1,4,2,ACO_Local,0.158338942,0.592145
51,2,32,1,4,2,ACO,0.316677884,0.8581204
52,2,32,1,4,2,ACO_Local,0.316677884,1.1655536
53,3,32,1,4,2,ACO,0.475016827,1.2862605
54,3,32,1,4,2,ACO_Local,0.475016827,1.7682962
55,4,32,1,4,2,ACO,0.633355769,1.7121581
56,4,32,1,4,2,ACO_Local,0.633355769,2.3881036
57,5,32,1,4,2,ACO,0.791694711,2.1320441
58,5,32,1,4,2,ACO_Local,0.791694711,2.9864681
59,6,32,1,4,2,ACO,0.950033653,2.5723102
60,6,32,1,4,2,ACO_Local,0.950033653,3.5596728
61,7,32,1,4,2,ACO,1.108372596,3.0053211
62,7,32,1,4,2,ACO_Local,1.108372596,4.1347595
63,8,32,1,4,2,ACO,1.266711538,3.417537
64,8,32,1,4,2,ACO_Local,1.266711538,4.7149432
65,1,50,1,5,2,ACO,0.181813117,0.4978192
66,1,50,1,5,2,ACO_Local,0.181813117,0.6845413
67,2,50,1,5,2,ACO,0.363626234,1.0472744
68,2,50,1,5,2,ACO_Local,0.363626234,1.3907144
69,3,50,1,5,2,ACO,0.545439351,1.544604
70,3,50,1,5,2,ACO_Local,0.545439351,2.1277678
71,4,50,1,5,2,ACO,0.727252468,2.0754366
72,4,50,1,5,2,ACO_Local,0.727252468,2.8031534
73,5,50,1,5,2,ACO,0.909065584,2.6113349
74,5,50,1,5,2,ACO_Local,0.909065584,3.4712941
75,6,50,1,5,2,ACO,1.090878701,3.0827041
76,6,50,1,5,2,ACO_Local,1.090878701,4.122722
77,7,50,1,5,2,ACO,1.272691818,3.5617771
78,7,50,1,5,2,ACO_Local,1.272691818,4.7888673
79,8,50,1,5,2,ACO,1.454504935,4.0446805
80,8,50,1,5,2,ACO_Local,1.454504935,5.4227459
81,1,72,1,6,2,ACO,0.266586484,0.5404163
82,1,72,1,6,2,ACO_Local,0.266586484,0.7168187
83,2,72,1,6,2,ACO,0.533172967,1.0431341
84,2,72,1,6,2,ACO_Local,0.533172967,1.3596469
85,3,72,1,6,2,ACO,0.799759451,1.5478712
86,3,72,1,6,2,ACO_Local,0.799759451,2.0040783
87,4,72,1,6,2,ACO,1.066345934,2.1387581
88,4,72,1,6,2,ACO_Local,1.066345934,2.6840507
89,5,72,1,6,2,ACO,1.332932418,2.6711768
90,5,72,1,6,2,ACO_Local,1.332932418,3.3767115
91,6,72,1,6,2,ACO,1.599518901,3.1760866
92,6,72,1,6,2,ACO_Local,1.599518901,4.0486962
93,7,72,1,6,2,ACO,1.866105385,3.6914581
94,7,72,1,6,2,ACO_Local,1.866105385,4.7259532
95,8,72,1,6,2,ACO,2.132691868,4.2904906
96,8,72,1,6,2,ACO_Local,2.132691868,5.4450263
97,1,16,2,1,2,ACO,0.247178035,0.4618048
98,1,16,2,1,2,ACO_Local,0.247178035,0.5902266
99,2,16,2,1,2,ACO,0.49435607,0.9331873
100,2,16,2,1,2,ACO_Local,0.49435607,1.1878201
101,3,16,2,1,2,ACO,0.741534105,1.3672219
102,3,16,2,1,2,ACO_Local,0.741534105,1.7944512
103,4,16,2,1,2,ACO,0.98871214,1.8197055
104,4,16,2,1,2,ACO_Local,0.98871214,2.3599174
105,5,16,2,1,2,ACO,1.235890176,2.2465225
106,5,16,2,1,2,ACO_Local,1.235890176,2.9145016
107,6,16,2,1,2,ACO,1.483068211,2.644547
108,6,16,2,1,2,ACO_Local,1.483068211,3.4663485
109,7,16,2,1,2,ACO,1.730246246,3.053666
110,7,16,2,1,2,ACO_Local,1.730246246,4.0226125
111,8,16,2,1,2,ACO,1.977424281,3.4414448
112,8,16,2,1,2,ACO_Local,1.977424281,4.597071
113,1,64,2,2,2,ACO,0.199232512,0.4659605
114,1,64,2,2,2,ACO_Local,0.201429133,0.59627
115,2,64,2,2,2,ACO,0.398465024,0.9045995
116,2,64,2,2,2,ACO_Local,0.402858267,1.1794509
117,3,64,2,2,2,ACO,0.597697536,1.3384853
118,3,64,2,2,2,ACO_Local,0.6042874,1.7860546
119,4,64,2,2,2,ACO,0.796930048,1.780332
120,4,64,2,2,2,ACO_Local,0.805716533,2.4259022
121,5,64,2,2,2,ACO,0.996162561,2.2419221
122,5,64,2,2,2,ACO_Local,1.007145666,3.0820084
123,6,64,2,2,2,ACO,1.195395073,2.7118853
124,6,64,2,2,2,ACO_Local,1.2085748,3.7303244
125,7,64,2,2,2,ACO,1.394627585,3.1956854
126,7,64,2,2,2,ACO_Local,1.410003933,4.3852443
127,8,64,2,2,2,ACO,1.593860097,3.6607607
128,8,64,2,2,2,ACO_Local,1.611433066,5.0446903
129,1,144,2,3,2,ACO,0.290015579,0.4786694
130,1,144,2,3,2,ACO_Local,0.290015579,0.6901206
131,2,144,2,3,2,ACO,0.580031158,0.9731642
132,2,144,2,3,2,ACO_Local,0.580031158,1.3431166
133,3,144,2,3,2,ACO,0.870046737,1.489609
134,3,144,2,3,2,ACO_Local,0.870046737,2.0460761
135,4,144,2,3,2,ACO,1.160062316,1.9808713
136,4,144,2,3,2,ACO_Local,1.160062316,2.7260349
137,5,144,2,3,2,ACO,1.450077895,2.5293044
138,5,144,2,3,2,ACO_Local,1.450077895,3.3896311
139,6,144,2,3,2,ACO,1.740093475,3.0326217
140,6,144,2,3,2,ACO_Local,1.740093475,4.047101
141,7,144,2,3,2,ACO,2.030109054,3.5146279
142,7,144,2,3,2,ACO_Local,2.030109054,4.689753
143,8,144,2,3,2,ACO,2.320124633,3.9878377
144,8,144,2,3,2,ACO_Local,2.320124633,5.3243265
145,1,256,2,4,2,ACO,0.245898284,0.6082813
146,1,256,2,4,2,ACO_Local,0.251137508,0.684351
147,2,256,2,4,2,ACO,0.490113541,1.1836844
148,2,256,2,4,2,ACO_Local,0.502275017,1.3933534
149,3,256,2,4,2,ACO,0.736011825,1.7393394
150,3,256,2,4,2,ACO_Local,0.753412525,2.0809826
151,4,256,2,4,2,ACO,0.981910109,2.5436451
152,4,256,2,4,2,ACO_Local,1.004550033,2.7632732
153,5,256,2,4,2,ACO,1.227808393,3.1280675
154,5,256,2,4,2,ACO_Local,1.255687541,3.4353631
155,6,256,2,4,2,ACO,1.473706677,3.6679723
156,6,256,2,4,2,ACO_Local,1.50682505,4.1161314
157,7,256,2,4,2,ACO,1.719604961,4.194966
158,7,256,2,4,2,ACO_Local,1.757962558,4.832699
159,8,256,2,4,2,ACO,1.965503245,4.7243296
160,8,256,2,4,2,ACO_Local,2.009100066,5.5183303
161,1,400,2,5,2,ACO,0.306022494,0.6198026
162,1,400,2,5,2,ACO_Local,0.319554043,0.74644
163,2,400,2,5,2,ACO,0.611954237,1.187324
164,2,400,2,5,2,ACO_Local,0.639108085,1.4827404
165,3,400,2,5,2,ACO,0.917885981,1.7555762
166,3,400,2,5,2,ACO_Local,0.958662128,2.2247292
167,4,400,2,5,2,ACO,1.223908475,2.4459555
168,4,400,2,5,2,ACO_Local,1.278110134,2.9932248
169,5,400,2,5,2,ACO,1.529930969,3.114558
170,5,400,2,5,2,ACO_Local,1.597664176,3.7994147
171,6,400,2,5,2,ACO,1.835953462,4.1178691
172,6,400,2,5,2,ACO_Local,1.917218219,4.6309633
173,7,400,2,5,2,ACO,2.141975956,5.3023507
174,7,400,2,5,2,ACO_Local,2.236772261,5.4292094
175,8,400,2,5,2,ACO,2.447998449,5.8624835
176,8,400,2,5,2,ACO_Local,2.556326304,6.2466837
177,1,576,2,6,2,ACO,0.209527567,0.5921471
178,1,576,2,6,2,ACO_Local,0.261117869,0.7606986
179,2,576,2,6,2,ACO,0.419055133,1.2213603
180,2,576,2,6,2,ACO_Local,0.522235737,1.5454426
181,3,576,2,6,2,ACO,0.6285827,1.8056163
182,3,576,2,6,2,ACO_Local,0.783353606,2.3393483
183,4,576,2,6,2,ACO,0.838110266,2.3830062
184,4,576,2,6,2,ACO_Local,1.044471475,3.1248471
185,5,576,2,6,2,ACO,1.047637833,3.0432947
186,5,576,2,6,2,ACO_Local,1.305589343,3.8788562
187,6,576,2,6,2,ACO,1.2571654,3.5999717
188,6,576,2,6,2,ACO_Local,1.566707212,4.6522585
189,7,576,2,6,2,ACO,1.466692966,4.18651
190,7,576,2,6,2,ACO_Local,1.827825081,5.4615936
191,8,576,2,6,2,ACO,1.676220533,4.7853813
192,8,576,2,6,2,ACO_Local,2.088942949,6.2397995
193,1,54,3,1,2,ACO,0.321159648,0.4748874
194,1,54,3,1,2,ACO_Local,0.327123409,0.6637074
195,2,54,3,1,2,ACO,0.642319296,0.9626046
196,2,54,3,1,2,ACO_Local,0.654246817,1.3371777
197,3,54,3,1,2,ACO,0.963478944,1.4355086
198,3,54,3,1,2,ACO_Local,0.981370226,2.0911411
199,4,54,3,1,2,ACO,1.284638592,1.9470938
200,4,54,3,1,2,ACO_Local,1.308493635,2.80883
201,5,54,3,1,2,ACO,1.60579824,2.5115923
202,5,54,3,1,2,ACO_Local,1.635617044,3.5212658
203,6,54,3,1,2,ACO,1.926957888,3.0292738
204,6,54,3,1,2,ACO_Local,1.962740452,4.2726073
205,7,54,3,1,2,ACO,2.248117536,3.5169047
206,7,54,3,1,2,ACO_Local,2.289863861,4.9875213
207,8,54,3,1,2,ACO,2.569277184,3.9933717
208,8,54,3,1,2,ACO_Local,2.61698727,5.6540036
209,1,216,3,2,2,ACO,0.351382586,0.5176627
210,1,216,3,2,2,ACO_Local,0.351382586,0.6989692
211,2,216,3,2,2,ACO,0.702765172,1.0418293
212,2,216,3,2,2,ACO_Local,0.702765172,1.4488718
213,3,216,3,2,2,ACO,1.054147758,1.6403187
214,3,216,3,2,2,ACO_Local,1.054147758,2.1914567
215,4,216,3,2,2,ACO,1.405530344,2.2425849
216,4,216,3,2,2,ACO_Local,1.405530344,3.0062587
217,5,216,3,2,2,ACO,1.75691293,2.9232112
218,5,216,3,2,2,ACO_Local,1.75691293,3.7813737
219,6,216,3,2,2,ACO,2.108295516,3.5176509
220,6,216,3,2,2,ACO_Local,2.108295516,4.4690235
221,7,216,3,2,2,ACO,2.459678102,4.0430854
222,7,216,3,2,2,ACO_Local,2.459678102,5.1906988
223,8,216,3,2,2,ACO,2.811060688,4.5708664
224,8,216,3,2,2,ACO_Local,2.811060688,5.8984341
225,1,486,3,3,2,ACO,0.264266378,1.2427574
226,1,486,3,3,2,ACO_Local,0.286860788,0.7674077
227,2,486,3,3,2,ACO,0.528532757,2.3501007
228,2,486,3,3,2,ACO_Local,0.573721576,1.5789092
229,3,486,3,3,2,ACO,0.792799135,2.9982948
230,3,486,3,3,2,ACO_Local,0.860582365,2.3437263
231,4,486,3,3,2,ACO,1.057065514,3.5642109
232,4,486,3,3,2,ACO_Local,1.147443153,3.1437612
233,5,486,3,3,2,ACO,1.321331892,4.2068351
234,5,486,3,3,2,ACO_Local,1.434303941,3.895757
235,6,486,3,3,2,ACO,1.585598271,4.7643537
236,6,486,3,3,2,ACO_Local,1.721164729,4.6877439
237,7,486,3,3,2,ACO,1.849864649,5.3080752
238,7,486,3,3,2,ACO_Local,2.008025518,5.4368848
239,8,486,3,3,2,ACO,2.112713219,5.8649186
240,8,486,3,3,2,ACO_Local,2.294886306,6.2870089
241,1,864,3,4,2,ACO,0.421744973,0.6440367
242,1,864,3,4,2,ACO_Local,0.449682901,0.8341174
243,2,864,3,4,2,ACO,0.843489946,1.2347697
244,2,864,3,4,2,ACO_Local,0.903114839,1.8118107
245,3,864,3,4,2,ACO,1.265234919,1.9646936
246,3,864,3,4,2,ACO_Local,1.353360096,2.6431993
247,4,864,3,4,2,ACO,1.686979892,2.6063877
248,4,864,3,4,2,ACO_Local,1.803042996,3.5510801
249,5,864,3,4,2,ACO,2.108724865,3.2603668
250,5,864,3,4,2,ACO_Local,2.252725897,4.4384075
251,6,864,3,4,2,ACO,2.530469838,3.9294932
252,6,864,3,4,2,ACO_Local,2.702408797,5.3862917
253,7,864,3,4,2,ACO,2.952214812,4.5957189
254,7,864,3,4,2,ACO_Local,3.155840736,6.3261411
255,8,864,3,4,2,ACO,3.373959785,5.2675154
256,8,864,3,4,2,ACO_Local,3.605523637,7.2402683
257,1,1350,3,5,2,ACO,0.356724564,0.7110225
258,1,1350,3,5,2,ACO_Local,0.405632135,1.2033959
259,2,1350,3,5,2,ACO,0.713449129,1.3835597
260,2,1350,3,5,2,ACO_Local,0.80056566,2.2100113
261,3,1350,3,5,2,ACO,1.070173693,1.9938291
262,3,1350,3,5,2,ACO_Local,1.195118392,3.0910328
263,4,1350,3,5,2,ACO,1.426898258,2.6610658
264,4,1350,3,5,2,ACO_Local,1.592724711,4.5190357
265,5,1350,3,5,2,ACO,1.783622822,3.3181192
266,5,1350,3,5,2,ACO_Local,1.987658236,5.4156312
267,6,1350,3,5,2,ACO,2.140347387,3.9479811
268,6,1350,3,5,2,ACO_Local,2.385645349,6.3810065
269,7,1350,3,5,2,ACO,2.497071951,4.5677842
270,7,1350,3,5,2,ACO_Local,2.79089669,7.2854149
271,8,1350,3,5,2,ACO,2.853796515,5.1986745
272,8,1350,3,5,2,ACO_Local,3.188883803,8.2067234
273,1,1944,3,6,2,ACO,0.32522897,0.6740668
274,1,1944,3,6,2,ACO_Local,0.397620475,0.9101618
275,2,1944,3,6,2,ACO,0.645703238,1.3676543
276,2,1944,3,6,2,ACO_Local,0.79524095,1.8163752
277,3,1944,3,6,2,ACO,0.966177505,2.0431357
278,3,1944,3,6,2,ACO_Local,1.192861425,2.7129562
279,4,1944,3,6,2,ACO,1.286651773,2.708599
280,4,1944,3,6,2,ACO_Local,1.5904819,3.6872981
281,5,1944,3,6,2,ACO,1.606163527,3.3722029
282,5,1944,3,6,2,ACO_Local,1.988102375,4.6444077
283,6,1944,3,6,2,ACO,1.926541261,4.1010971
284,6,1944,3,6,2,ACO_Local,2.38572285,5.7654357
285,7,1944,3,6,2,ACO,2.250501505,4.8304339
286,7,1944,3,6,2,ACO_Local,2.783343324,6.8152704
287,8,1944,3,6,2,ACO,2.566772492,5.6580944
288,8,1944,3,6,2,ACO_Local,3.180963799,7.7864337
289,1,128,4,1,2,ACO,0.245666018,0.6134253
290,1,128,4,1,2,ACO_Local,0.259415754,0.8123692
291,2,128,4,1,2,ACO,0.492953707,1.2313104
292,2,128,4,1,2,ACO_Local,0.518831507,1.7063027
293,3,128,4,1,2,ACO,0.744010023,1.8815264
294,3,128,4,1,2,ACO_Local,0.777780702,2.663777
295,4,128,4,1,2,ACO,0.992572232,2.5865364
296,4,128,4,1,2,ACO_Local,1.035045498,3.7710771
297,5,128,4,1,2,ACO,1.238336067,3.1389452
298,5,128,4,1,2,ACO_Local,1.294844514,4.5520917
299,6,128,4,1,2,ACO,1.488169731,3.7620098
300,6,128,4,1,2,ACO_Local,1.554480346,5.393794
301,7,128,4,1,2,ACO,1.738700338,4.3604782
302,7,128,4,1,2,ACO_Local,1.8138961,6.1824252
303,8,128,4,1,2,ACO,1.988901295,4.9234517
304,8,128,4,1,2,ACO_Local,2.071160896,7.2933919
305,1,512,4,2,2,ACO,0.357644929,0.628691
306,1,512,4,2,2,ACO_Local,0.370055682,0.855786
307,2,512,4,2,2,ACO,0.715289858,1.2436725
308,2,512,4,2,2,ACO_Local,0.740111365,1.7584325
309,3,512,4,2,2,ACO,1.072934787,1.8828098
310,3,512,4,2,2,ACO_Local,1.110167047,2.6147043
311,4,512,4,2,2,ACO,1.430579716,2.4717505
312,4,512,4,2,2,ACO_Local,1.48022273,3.4604845
313,5,512,4,2,2,ACO,1.788224645,3.0485995
314,5,512,4,2,2,ACO_Local,1.850278412,4.2870152
315,6,512,4,2,2,ACO,2.145869574,3.6395014
316,6,512,4,2,2,ACO_Local,2.220334095,5.2176478
317,7,512,4,2,2,ACO,2.503514503,4.218193
318,7,512,4,2,2,ACO_Local,2.590382591,6.0375121
319,8,512,4,2,2,ACO,2.861159432,4.7980072
320,8,512,4,2,2,ACO_Local,2.954494057,6.9113981
321,1,1152,4,3,2,ACO,0.424753402,0.616131
322,1,1152,4,3,2,ACO_Local,0.488419357,0.9135816
323,2,1152,4,3,2,ACO,0.849506805,1.2667464
324,2,1152,4,3,2,ACO_Local,0.976153722,2.1190314
325,3,1152,4,3,2,ACO,1.274260207,1.88665
326,3,1152,4,3,2,ACO_Local,1.462499538,3.063158
327,4,1152,4,3,2,ACO,1.699013609,2.5245138
328,4,1152,4,3,2,ACO_Local,1.948845354,4.0176145
329,5,1152,4,3,2,ACO,2.123767011,3.1979353
330,5,1152,4,3,2,ACO_Local,2.437389362,4.9675762
331,6,1152,4,3,2,ACO,2.548520414,3.8957798
332,6,1152,4,3,2,ACO_Local,2.925933371,5.9350264
333,7,1152,4,3,2,ACO,2.973273816,4.6543569
334,7,1152,4,3,2,ACO_Local,3.414477379,6.8940218
335,8,1152,4,3,2,ACO,3.398027218,5.3068363
336,8,1152,4,3,2,ACO_Local,3.902433273,7.7774201
337,1,2048,4,4,2,ACO,0.368234337,0.6981294
338,1,2048,4,4,2,ACO_Local,0.428928633,1.9149898
339,2,2048,4,4,2,ACO,0.736618977,1.6980738
340,2,2048,4,4,2,ACO_Local,0.856503149,3.4380108
341,3,2048,4,4,2,ACO,1.104853314,2.4423123
342,3,2048,4,4,2,ACO_Local,1.285431782,4.6610603
343,4,2048,4,4,2,ACO,1.473087651,3.1429797
344,4,2048,4,4,2,ACO_Local,1.713006298,5.6223431
345,5,2048,4,4,2,ACO,1.84967563,3.9598673
346,5,2048,4,4,2,ACO_Local,2.139439587,6.5565948
347,6,2048,4,4,2,ACO,2.21806027,4.6813544
348,6,2048,4,4,2,ACO_Local,2.56824258,7.6043798
349,7,2048,4,4,2,ACO,2.586294607,5.4107878
350,7,2048,4,4,2,ACO_Local,3.005048022,8.5541011
351,8,2048,4,4,2,ACO,2.962882586,6.1031676
352,8,2048,4,4,2,ACO_Local,3.432622539,9.5163098
353,1,3200,4,5,2,ACO,0.455285832,0.7541725
354,1,3200,4,5,2,ACO_Local,0.47194365,1.3210914
355,2,3200,4,5,2,ACO,0.910571665,1.4837565
356,2,3200,4,5,2,ACO_Local,0.944327536,2.3730792
357,3,3200,4,5,2,ACO,1.365857497,2.2332703
358,3,3200,4,5,2,ACO_Local,1.416753443,3.6527355
359,4,3200,4,5,2,ACO,1.82114333,3.0339805
360,4,3200,4,5,2,ACO_Local,1.889152937,4.9655201
361,5,3200,4,5,2,ACO,2.276429162,3.9445519
362,5,3200,4,5,2,ACO_Local,2.361833373,6.187368
363,6,3200,4,5,2,ACO,2.731714994,4.758957
364,6,3200,4,5,2,ACO_Local,2.834513809,7.2808547
365,7,3200,4,5,2,ACO,3.187000827,5.4548366
366,7,3200,4,5,2,ACO_Local,3.306897694,8.362685
367,8,3200,4,5,2,ACO,3.642286659,6.181821
368,8,3200,4,5,2,ACO_Local,3.779000638,9.4542178
369,1,4608,4,6,2,ACO,0.345137351,0.7719552
370,1,4608,4,6,2,ACO_Local,0.407735727,1.0204575
371,2,4608,4,6,2,ACO,0.690274703,1.7658857
372,2,4608,4,6,2,ACO_Local,0.815471453,2.0281254
373,3,4608,4,6,2,ACO,1.035412054,2.6970114
374,3,4608,4,6,2,ACO_Local,1.22320718,3.1055408
375,4,4608,4,6,2,ACO,1.380549405,3.4678864
376,4,4608,4,6,2,ACO_Local,1.630942906,4.1807333
377,5,4608,4,6,2,ACO,1.725686757,4.2692872
378,5,4608,4,6,2,ACO_Local,2.038678633,5.3387944
379,6,4608,4,6,2,ACO,2.070824108,5.0041614
380,6,4608,4,6,2,ACO_Local,2.446414359,6.3548627
381,7,4608,4,6,2,ACO,2.415961459,5.7984853
382,7,4608,4,6,2,ACO_Local,2.854150086,7.5076212
383,8,4608,4,6,2,ACO,2.761098811,6.6304097
384,8,4608,4,6,2,ACO_Local,3.261885812,8.6624032
385,1,250,5,1,2,ACO,0.436188541,0.6337982
386,1,250,5,1,2,ACO_Local,0.442672694,0.8900732
387,2,250,5,1,2,ACO,0.872377081,1.2719134
388,2,250,5,1,2,ACO_Local,0.881704869,1.7987536
389,3,250,5,1,2,ACO,1.308565622,1.8854388
390,3,250,5,1,2,ACO_Local,1.323826094,2.6893704
391,4,250,5,1,2,ACO,1.744754162,2.504618
392,4,250,5,1,2,ACO_Local,1.766498788,3.8195579
393,5,250,5,1,2,ACO,2.170158158,3.2108861
394,5,250,5,1,2,ACO_Local,2.208620013,4.7795672
395,6,250,5,1,2,ACO,2.595562153,3.9009699
396,6,250,5,1,2,ACO_Local,2.651292707,5.9300083
397,7,250,5,1,2,ACO,3.031750694,4.5723576
398,7,250,5,1,2,ACO_Local,3.0939654,6.8327998
399,8,250,5,1,2,ACO,3.467939234,5.1911083
400,8,250,5,1,2,ACO_Local,3.536638094,7.6962366
401,1,1000,5,2,2,ACO,0.493043663,0.658007
402,1,1000,5,2,2,ACO_Local,0.516588463,0.9509679
403,2,1000,5,2,2,ACO,0.986087326,1.3276867
404,2,1000,5,2,2,ACO_Local,1.036015007,2.0073308
405,3,1000,5,2,2,ACO,1.479130989,1.9808619
406,3,1000,5,2,2,ACO_Local,1.552603469,2.9915322
407,4,1000,5,2,2,ACO,1.972174652,2.6232188
408,4,1000,5,2,2,ACO_Local,2.072030013,4.4660775
409,5,1000,5,2,2,ACO,2.465218314,3.415978
410,5,1000,5,2,2,ACO_Local,2.588618476,5.5786653
411,6,1000,5,2,2,ACO,2.958261977,4.0568814
412,6,1000,5,2,2,ACO_Local,3.105206938,6.5458097
413,7,1000,5,2,2,ACO,3.45130564,4.7413072
414,7,1000,5,2,2,ACO_Local,3.621795401,7.5267158
415,8,1000,5,2,2,ACO,3.944349303,5.5236988
416,8,1000,5,2,2,ACO_Local,4.140981328,8.8428766
417,1,2250,5,3,2,ACO,0.362132187,0.6768028
418,1,2250,5,3,2,ACO_Local,0.390641755,1.051071
419,2,2250,5,3,2,ACO,0.726952522,1.3795711
420,2,2250,5,3,2,ACO_Local,0.783421113,2.0422724
421,3,2250,5,3,2,ACO,1.089084709,2.0566515
422,3,2250,5,3,2,ACO_Local,1.178715422,3.0085333
423,4,2250,5,3,2,ACO,1.451216897,2.7480525
424,4,2250,5,3,2,ACO_Local,1.577341139,4.1716264
425,5,2250,5,3,2,ACO,1.813349084,3.4318993
426,5,2250,5,3,2,ACO_Local,1.955339968,5.2600178
427,6,2250,5,3,2,ACO,2.175481271,4.2940575
428,6,2250,5,3,2,ACO_Local,2.353965686,6.5226401
429,7,2250,5,3,2,ACO,2.537613458,5.1541763
430,7,2250,5,3,2,ACO_Local,2.746745045,7.8004387
431,8,2250,5,3,2,ACO,2.899745645,5.899522
432,8,2250,5,3,2,ACO_Local,3.145370763,9.0198422
433,1,4000,5,4,2,ACO,0.449668506,0.7474685
434,1,4000,5,4,2,ACO_Local,0.492014531,1.4697913
435,2,4000,5,4,2,ACO,0.897672386,1.597537
436,2,4000,5,4,2,ACO_Local,0.979934818,2.5155015
437,3,4000,5,4,2,ACO,1.345676265,2.4789609
438,3,4000,5,4,2,ACO_Local,1.467855104,3.509113
439,4,4000,5,4,2,ACO,1.793680144,3.2398921
440,4,4000,5,4,2,ACO_Local,1.959869636,4.6047238
441,5,4000,5,4,2,ACO,2.24334865,4.6876003
442,5,4000,5,4,2,ACO_Local,2.451884167,5.7454217
443,6,4000,5,4,2,ACO,2.691352529,5.4687834
444,6,4000,5,4,2,ACO_Local,2.939804454,6.7933363
445,7,4000,5,4,2,ACO,3.139356408,6.3160099
446,7,4000,5,4,2,ACO_Local,3.431818985,8.0116019
447,8,4000,5,4,2,ACO,3.587360288,7.1602267
448,8,4000,5,4,2,ACO_Local,3.923833516,9.0490463
449,1,6250,5,5,2,ACO,0.485406928,0.8182089
450,1,6250,5,5,2,ACO_Local,0.494930815,1.0458325
451,2,6250,5,5,2,ACO,0.970813856,1.5693469
452,2,6250,5,5,2,ACO_Local,0.989861629,2.1078826
453,3,6250,5,5,2,ACO,1.456220785,2.3896876
454,3,6250,5,5,2,ACO_Local,1.484792444,3.1840069
455,4,6250,5,5,2,ACO,1.941627713,3.2662878
456,4,6250,5,5,2,ACO_Local,1.979723258,4.3354577
457,5,6250,5,5,2,ACO,2.427034641,4.2029992
458,5,6250,5,5,2,ACO_Local,2.474654073,5.5075769
459,6,6250,5,5,2,ACO,2.912441569,5.0817577
460,6,6250,5,5,2,ACO_Local,2.969584887,6.6473246
461,7,6250,5,5,2,ACO,3.397848497,5.9681747
462,7,6250,5,5,2,ACO_Local,3.464515702,7.8556319
463,8,6250,5,5,2,ACO,3.883255425,6.8278838
464,8,6250,5,5,2,ACO_Local,3.959446516,9.1034333
465,1,9000,5,6,2,ACO,0.515722062,0.9083443
466,1,9000,5,6,2,ACO_Local,0.535898073,1.1310082
467,2,9000,5,6,2,ACO,1.031444124,2.3916116
468,2,9000,5,6,2,ACO_Local,1.071796146,2.277734
469,3,9000,5,6,2,ACO,1.547166186,3.2153165
