TripInstance,Run,tripSize,avgTranspoprtations,avgAccommodations,destinations,algorithm,quality,time
1646,7,186624,6,1,4,ACO_Local,3.559994531,227.5663088
1647,8,186624,6,1,4,ACO,3.798953916,265.8086219
1648,8,186624,6,1,4,ACO_Local,4.067256379,256.3319543
1649,1,2985984,6,2,4,ACO,0.580093712,29.6582705
1650,1,2985984,6,2,4,ACO_Local,0.611292912,24.4625976
1651,2,2985984,6,2,4,ACO,1.159323804,81.9083024
1652,2,2985984,6,2,4,ACO_Local,1.222738052,49.9008385
1653,3,2985984,6,2,4,ACO,1.738601732,136.7527488
1654,3,2985984,6,2,4,ACO_Local,1.827835285,71.2406752
1655,4,2985984,6,2,4,ACO,2.319734352,174.7517464
1656,4,2985984,6,2,4,ACO_Local,2.435754283,94.4811007
1657,5,2985984,6,2,4,ACO,2.897907822,210.8292204
1658,5,2985984,6,2,4,ACO_Local,3.046507108,116.3705611
1659,6,2985984,6,2,4,ACO,3.477351982,250.0628479
1660,6,2985984,6,2,4,ACO_Local,3.662790028,144.0153483
1661,7,2985984,6,2,4,ACO,4.058350407,291.9934484
1662,7,2985984,6,2,4,ACO_Local,4.272672545,168.9723796
1663,8,2985984,6,2,4,ACO,4.639527617,323.6461532
1664,8,2985984,6,2,4,ACO_Local,4.887921756,195.9854006
1665,1,15116544,6,3,4,ACO,0.621609576,37.0127148
1666,1,15116544,6,3,4,ACO_Local,0.649031532,23.9495618
1667,2,15116544,6,3,4,ACO,1.24203221,66.0515383
1668,2,15116544,6,3,4,ACO_Local,1.300948772,50.4841712
1669,3,15116544,6,3,4,ACO,1.864611269,108.7589567
1670,3,15116544,6,3,4,ACO_Local,1.951660535,75.7174129
1671,4,15116544,6,3,4,ACO,2.486354862,145.7914277
1672,4,15116544,6,3,4,ACO_Local,2.602835184,101.048809
1673,5,15116544,6,3,4,ACO,3.107098772,180.6987085
1674,5,15116544,6,3,4,ACO_Local,3.248670665,125.5014141
1675,6,15116544,6,3,4,ACO,3.729255366,206.3513521
1676,6,15116544,6,3,4,ACO_Local,3.897109023,150.2166745
1677,7,15116544,6,3,4,ACO,4.361015408,231.8708451
1678,7,15116544,6,3,4,ACO_Local,4.545872094,177.3965796
1679,8,15116544,6,3,4,ACO,4.984338091,273.6649757
1680,8,15116544,6,3,4,ACO_Local,5.193211275,211.5343033
1681,1,47775744,6,4,4,ACO,0.652144604,42.4390144
1682,1,47775744,6,4,4,ACO_Local,0.664742781,20.0149868
1683,2,47775744,6,4,4,ACO,1.301469619,80.2787915
1684,2,47775744,6,4,4,ACO_Local,1.333720099,48.7298469
1685,3,47775744,6,4,4,ACO,1.952177773,123.7690891
1686,3,47775744,6,4,4,ACO_Local,1.998264967,71.5618517
1687,4,47775744,6,4,4,ACO,2.60570491,167.5893165
1688,4,47775744,6,4,4,ACO_Local,2.664168914,95.4381521
1689,5,47775744,6,4,4,ACO,3.256935882,207.5813197
1690,5,47775744,6,4,4,ACO_Local,3.328244999,119.176222
1691,6,47775744,6,4,4,ACO,3.908799747,239.3562068
1692,6,47775744,6,4,4,ACO_Local,3.993277335,148.2317494
1693,7,47775744,6,4,4,ACO,4.55590761,277.838278
1694,7,47775744,6,4,4,ACO_Local,4.661360651,170.3999309
1695,8,47775744,6,4,4,ACO,5.202385294,329.2617065
1696,8,47775744,6,4,4,ACO_Local,5.326465453,197.1412966
1697,1,116640000,6,5,4,ACO,0.598669073,45.6969726
1698,1,116640000,6,5,4,ACO_Local,0.619744132,43.1220073
1699,2,116640000,6,5,4,ACO,1.200895915,116.3393843
1700,2,116640000,6,5,4,ACO_Local,1.244851668,79.9479654
1701,3,116640000,6,5,4,ACO,1.802641941,160.4745358
1702,3,116640000,6,5,4,ACO_Local,1.869132781,114.6438043
1703,4,116640000,6,5,4,ACO,2.403992847,210.101642
1704,4,116640000,6,5,4,ACO_Local,2.493526316,162.3759382
1705,5,116640000,6,5,4,ACO,3.006057745,272.5068498
1706,5,116640000,6,5,4,ACO_Local,3.116749243,192.8115303
1707,6,116640000,6,5,4,ACO,3.608058759,339.5651675
1708,6,116640000,6,5,4,ACO_Local,3.737181889,235.3112807
1709,7,116640000,6,5,4,ACO,4.207432606,397.1221409
1710,7,116640000,6,5,4,ACO_Local,4.357480406,268.5257544
1711,8,116640000,6,5,4,ACO,4.808702121,433.1357901
1712,8,116640000,6,5,4,ACO_Local,4.981045043,301.587606
1713,1,241864704,6,6,4,ACO,0.618781564,67.8451922
1714,1,241864704,6,6,4,ACO_Local,0.646086075,26.3477792
1715,2,241864704,6,6,4,ACO,1.236955882,116.6724922
1716,2,241864704,6,6,4,ACO_Local,1.290054385,53.8379074
1717,3,241864704,6,6,4,ACO,1.854941027,160.8299867
1718,3,241864704,6,6,4,ACO_Local,1.934821142,83.8315343
1719,4,241864704,6,6,4,ACO,2.471673368,200.8435863
1720,4,241864704,6,6,4,ACO_Local,2.576839121,113.026029
1721,5,241864704,6,6,4,ACO,3.090194775,254.3558784
1722,5,241864704,6,6,4,ACO_Local,3.222757999,138.5425085
1723,6,241864704,6,6,4,ACO,3.71152706,314.207843
1724,6,241864704,6,6,4,ACO_Local,3.868645053,169.8739534
1725,7,241864704,6,6,4,ACO,4.326453234,359.7454206
1726,7,241864704,6,6,4,ACO_Local,4.512536202,198.8959474
1727,8,241864704,6,6,4,ACO,4.946730848,430.2393616
1728,8,241864704,6,6,4,ACO_Local,5.158510652,235.1726726
